created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Sep 29 23:03:07 +0000 2023;1707893798536396939;"YAAMPUN, aku mimpi ka Derby Romero lagi jaga resepsionis hotel. Soalnya hotelnya lagi tema #PetualanganSherina2, terus tba" aku nyanyi lagu lihatlah lebih dekat Eh smw org yg ada di sana ikutan nyanyi smbil nangis, abis tu aku foto bareng 😩😭😭";0;1;0;0;in;1681164877279182848;1707893798536396939;bebestudyy;https://twitter.com/bebestudyy/status/1707893798536396939
Fri Sep 29 19:58:32 +0000 2023;1707847346640548229;"Nunggu postingan quote² asyik dari #PetualanganSherina2";0;0;0;0;in;1112274095930904576;1707847346640548229;shadalsuud;https://twitter.com/shadalsuud/status/1707847346640548229
Fri Sep 29 19:23:32 +0000 2023;1707838537582993652;"Karakter Sherina di #PetualanganSherina2 ini galak tapi galau, ngeselin tapi ngangenin, susah ditaklukkan tapi sayang dilewatkan. Bikin pusing tapi kalau dia nggak ada malah makin pusing.   Karakter kayak gini pasti pernah kalian temukan minimal satu kali di hidup kalian.";0;0;0;0;in;257804457;1707838537582993652;gisantia;https://twitter.com/gisantia/status/1707838537582993652
Fri Sep 29 18:36:55 +0000 2023;1707826809176469704;"Meromantisasi masa kecilku dengan nostalgia bersama #PetualanganSherina2 🙌😍 https://t.co/X1aLgZ00o6";0;0;0;2;in;205976676;1707826809176469704;galangmelintang;https://twitter.com/galangmelintang/status/1707826809176469704
Fri Sep 29 17:31:12 +0000 2023;1707810267835543709;"krn habis nntn #PetualanganSherina2 !!!! bahagianya menetap! bikin lupa sama kekalahan tim badminton putra &amp  putri Indonesia di #AsianGames2023";0;0;0;0;in;66283884;1707810267835543709;NsoNot;https://twitter.com/NsoNot/status/1707810267835543709
Fri Sep 29 17:16:28 +0000 2023;1707806563141038105;"lagu hari kita berdua bukannya cara sherina bilang ini hari kita jadian ya? #PetualanganSherina2 😂";0;0;0;2;in;2983600292;1707806563141038105;catw1nn;https://twitter.com/catw1nn/status/1707806563141038105
Fri Sep 29 17:11:12 +0000 2023;1707805238391091638;"Hidup lagi capek²nya, begitu kebioskop, baru nonton 5 menit pertama aja udah langsung bahagia lihat Sherina bernyanyi &amp  menari riang gembira. Kangennya masuk ke hati. Sherina, kamu kok tetep gemesin yah! 🥰 Sadam jgn ghosting lagi yah😁 #PetualanganSherina2 Thank you @MirLes 👍🏼👍🏼 https://t.co/phKQjGa5Wv";0;0;0;0;in;58730662;1707805238391091638;estikaratri;https://twitter.com/estikaratri/status/1707805238391091638
Fri Sep 29 16:53:54 +0000 2023;1707800881369161804;"Nah dua orang ini main di satu film tuh, dohhhhh bener-bener berkaca2 banget 🤣🤣🤣 #PetualanganSherina2";0;0;0;0;in;223504366;1707800206329438378;putrimm;https://twitter.com/putrimm/status/1707800881369161804
Fri Sep 29 16:53:09 +0000 2023;1707800694785454520;"suka banget lagu2 di #PetualanganSherina2 ga usah dijelasin pake narasi panjang2, lewat liriknya juga kita (as in millennials) bs ngerasain, lagu yg kita sering denger dari kecil tnyt bisa juga ikut "bertumbuh"🥺  jadi lebih relate sm kita yg tambah dewasa 😌";0;1;0;4;in;45299960;1707800694785454520;nyieth2;https://twitter.com/nyieth2/status/1707800694785454520
Fri Sep 29 16:36:10 +0000 2023;1707796419237629955;"Hii sadam dan sherina kecil, kita sudah bertemu sadam dan sherina versi dewasa #PetualanganSherina2 https://t.co/3GRPYIVzT5";0;0;0;2;in;1274743965418323968;1707796419237629955;nanajinoona;https://twitter.com/nanajinoona/status/1707796419237629955
Fri Sep 29 16:35:19 +0000 2023;1707796205248688132;"Gue hepi banget nonton #PetualanganSherina2 hari ini. Selaen film dan musiknya yg bagus dan super nostalgic, 1 studio gue atmosfirnya oke banget. Kompak banget nyebut cieeeeee di beberapa bagian🤣 https://t.co/7tOuEstWPa";0;0;0;1;in;108638665;1707796205248688132;ovimartono;https://twitter.com/ovimartono/status/1707796205248688132
Fri Sep 29 16:30:44 +0000 2023;1707795054520389638;"Thank you sobat #PetualanganSherina2 #Solaria https://t.co/7AD65NW8N1";0;1;0;1;en;1585314704;1707795054520389638;_ariindah;https://twitter.com/_ariindah/status/1707795054520389638
Fri Sep 29 16:26:03 +0000 2023;1707793872179663095;"Dengerin soundtrack #PetualanganSherina2 yg "Menikmati Hari" feels like: hit my adult soul so damn deep 🔪";0;1;0;0;in;231100476;1707793872179663095;dhL1453;https://twitter.com/dhL1453/status/1707793872179663095
Fri Sep 29 16:22:34 +0000 2023;1707792997784666332;"Seruuuu banget yang belum nonton, harus nonton sih 10/10  #PetualanganSherina2 https://t.co/YqLzdFNM6n";0;0;0;0;in;2349509851;1707792997784666332;_____novi;https://twitter.com/_____novi/status/1707792997784666332
Fri Sep 29 16:19:24 +0000 2023;1707792199487013086;"#PetualanganSherina2 bentar yaa, aku wisuda dulu hari sabtu. Senin aku singgah yaa buat nostalgia kalo aku pernah merasakan jadi anak kota Jakarta Timur yang kerjaannya malam-malam hafalin koreografi film pertamanya sama teman-teman. 😭😭😭🤏🏽";0;0;0;3;in;1088026492053798914;1707792199487013086;katayogiii;https://twitter.com/katayogiii/status/1707792199487013086
Fri Sep 29 16:19:09 +0000 2023;1707792137830732081;"Nostalgiaaaaa banget 🤧🤧  Dua puluh tiga tahun!!!  #PetualanganSherina2  #PetualanganSherina https://t.co/OdXkeJIsxE";0;0;0;0;in;1313837287801647104;1707792137830732081;meandmybias_;https://twitter.com/meandmybias_/status/1707792137830732081
Fri Sep 29 16:16:40 +0000 2023;1707791512984322098;"just watched #PetualanganSherina2 at the cinema this film really bring back my childhood memories 🥺 https://t.co/hm5fkSTHR0";0;0;0;0;en;416723411;1707791512984322098;zkdltwt_;https://twitter.com/zkdltwt_/status/1707791512984322098
Fri Sep 29 16:16:09 +0000 2023;1707791384500220051;"Kemaren nonton #PetualanganSherina2 sama fahmi, surprisingly aku menangesss, aduh bagus banget, aduh suka banget pokoknya!!!  Sepanjang film senyum teruss Pas filmnya udh abis reflex dong semuanya tepuk tangannnn Yaampun plis sampe kakek nenek semoga ada sekuelnya lagi yah!";0;1;0;0;in;1074673695417720834;1707791384500220051;cantik_singa;https://twitter.com/cantik_singa/status/1707791384500220051
Fri Sep 29 16:15:51 +0000 2023;1707791305269739868;"Film #PetualanganSherina2 bagus banget. Ada banyak perasaan yang ikut membucah di setiap perjalanan Sherina dan Saddam mencari pemburu liar sekaligus mencari jalan untuk saling terbuka, memaafkan, dan memperbaiki satu sama lain. Terima kasih banyak @MilesFilms https://t.co/XqwAmpMvv1";0;1;0;4;in;417085062;1707791305269739868;Tanfidz_T;https://twitter.com/Tanfidz_T/status/1707791305269739868
Fri Sep 29 16:13:26 +0000 2023;1707790697888456960;"Isyana syaraswati - Scene Stealer #PetualanganSherina2";0;2;0;0;tl;85521907;1707790697888456960;bangsatriop;https://twitter.com/bangsatriop/status/1707790697888456960
Fri Sep 29 16:07:42 +0000 2023;1707789255190495262;"Sherina ama Derbi kacau sih chemistrynyaaaa aaaaa 🥺✨️ Dapet bgt kaya nonton patpran, tatap2an aja udah baper abisss 😔🤏🩷 #PetualanganSherina2";0;1;0;0;in;1371717216677195776;1707789255190495262;liltinkerbell0;https://twitter.com/liltinkerbell0/status/1707789255190495262
Fri Sep 29 16:04:22 +0000 2023;1707788418217074858;"Interaksi Sadam Sherina mengingatkanku sama dua manusia yang ribut mulu tapi cocok. #PetualanganSherina2";0;0;0;0;in;257804457;1707788418217074858;gisantia;https://twitter.com/gisantia/status/1707788418217074858
Fri Sep 29 15:52:52 +0000 2023;1707785521773293857;"149. Petualangan Sherina 2 ✨ Nonton yg kedua kalinya. Tetep berasa nostalgia nya. #PetualanganSherina2 #PetSher2 #DolbyAtmos #SphereX @bicaraboxoffice @cinepoint_ @FilmPetSher @MilesFilms https://t.co/Qt0MhVx1Iu";0;0;0;0;in;1135951228016271361;1707785521773293857;raditz87;https://twitter.com/raditz87/status/1707785521773293857
Fri Sep 29 15:41:52 +0000 2023;1707782756351238283;"Abis nonton #PetualanganSherina2, jadi mau bikin thread film breakdown?notes?review asbun? seorang anak yang masa kecilnya diisi oleh petualangan sherina.  Jujur tanpa brief, agak spoiler???, biased review. Ini semua pendapat pribadi, jadi jangan dibuli wkwkkwkk";0;1;0;0;in;1660860466527346690;1707782756351238283;summydays_;https://twitter.com/summydays_/status/1707782756351238283
Fri Sep 29 15:33:43 +0000 2023;1707780704229318682;"Hari Kita Berdua tuh😭🥰🫶🏼🥹❤️  #PetSher2 #PetualanganSherina2   https://t.co/IlLmS2Ym5x";0;0;0;0;in;1091015636375859200;1707780704229318682;Fangurlingbabes;https://twitter.com/Fangurlingbabes/status/1707780704229318682
Fri Sep 29 15:24:46 +0000 2023;1707778452441661493;"#PetualanganSherina2  Arghh kelassss! 💫👏 So entertaining 😊😊 https://t.co/5OMpCFViSn";0;0;0;1;en;1585314704;1707778452441661493;_ariindah;https://twitter.com/_ariindah/status/1707778452441661493
Fri Sep 29 15:14:30 +0000 2023;1707775868221960433;"2x nonton bgt gak tuh? Kmrn sm sahabat dr kecil, hr ini bela2in sempetin wkt meskipun sndiri😝 Sayang bgt sm ni film gak ngerti lg🥺 Terima kasih ya Sherina &amp  Sadam, sdh kembali stlah 23th🥹 Terima kasih jg Om Riri &amp  Tante Mira yg membuat smua ini terjadi💙 #PetualanganSherina2 https://t.co/0zYks4ilFW";0;0;1;0;in;1564723345;1707775868221960433;bloomingpeony__;https://twitter.com/bloomingpeony__/status/1707775868221960433
Fri Sep 29 15:00:39 +0000 2023;1707772382260400325;"Review Petualangan Sherina 2 (2023) dari kacamata orang tua-dewasa! #petsher2 #PetualanganSherina2 https://t.co/Zr43pyPsEB";0;1;0;0;in;910069182909186049;1707772382260400325;havimon;https://twitter.com/havimon/status/1707772382260400325
Fri Sep 29 14:57:19 +0000 2023;1707771544624357565;"Nggak tau nak, kita doakan saja lah ya, percayalah Ibu dan semua yg nonton kayaknya juga pengen mereka akhirnya menikah 🤣🤣 @FilmPetSher #PetualanganSherina2";0;1;0;0;in;241984169;1707771534755144040;mamah_edah;https://twitter.com/mamah_edah/status/1707771544624357565
Fri Sep 29 14:55:43 +0000 2023;1707771142315143426;"#PetualanganSherina2 ini sukses bikin bernostalgia. Signaturenya gak ilang walau ceritanya kini di masa dewasa. Buat yg udah nonton part sebelumnya, kalian bakalan kerasa banget feelingnya. Apalagi yg usianya gak jauh beda dgn main character. Congrats @rizariri @MirLes 💐 https://t.co/BGD6TOPpch";1;0;0;4;in;1292839371847024640;1707771142315143426;babybreaths__;https://twitter.com/babybreaths__/status/1707771142315143426
Fri Sep 29 14:55:42 +0000 2023;1707771138246607034;"#PetualanganSherina2  keren banget ❤ https://t.co/JKiZHySliE";0;0;0;1;hu;1466370433;1707771138246607034;sambeltomaaat;https://twitter.com/sambeltomaaat/status/1707771138246607034
Fri Sep 29 14:48:58 +0000 2023;1707769440753140023;"Review pribadi setelah nonton #PetualanganSherina2 :  - Film musikal juga kayak Petualangan Sherina 1 - Very nostalgic, bring back our childhood memories. Lagu2 yg jadi soundtrack juga dibuat dari lagu2 di Petualangan Sherina 1 dengan lirik dan vibes yg lebih mature. - Baru2…";0;0;0;0;in;230171262;1707769440753140023;lilysuraningrum;https://twitter.com/lilysuraningrum/status/1707769440753140023
Fri Sep 29 14:47:51 +0000 2023;1707769161135628460;"Stok Terbatas! Mandiri e-money Petualangan Sherina 2 Limited Edition Ready siap kirim via GoSend/Grab/JNE/J&amp T/SiCepat/AnterAja/Paxel sesuai pilihan 👉 https://t.co/h59IzZcJT9  #PetualanganSherina2 https://t.co/YJLnFN28mN";0;0;0;0;in;78614197;1707769161135628460;moviegoersphile;https://twitter.com/moviegoersphile/status/1707769161135628460
Fri Sep 29 14:45:02 +0000 2023;1707768451434205453;"#PetualanganSherina2  Keren banget aaa jadi mengenang waktu dulu. Heart warming banget sih kata aku ceritanya. Terus musikalnya juga keren 🥹... lagu²nya di kembangkan dan disesuaikan pas Sherina dan Sadam sudah dewasa♡ love² banget! https://t.co/38Z09t8ZOl";0;0;0;0;in;345773109;1707768451434205453;Elatte03;https://twitter.com/Elatte03/status/1707768451434205453
Fri Sep 29 14:44:37 +0000 2023;1707768346362716559;"Ardit &amp  Isyana beneran steal the show hahaha gemec 🤏🏻 #PetualanganSherina2 https://t.co/LQL75wuOgW";1;1;0;0;tl;270190424;1707767061504794714;maymooz;https://twitter.com/maymooz/status/1707768346362716559
Fri Sep 29 14:43:48 +0000 2023;1707768140242026558;"8/10 deh #PetualanganSherina2 https://t.co/XEU2lkyE8u";0;0;0;0;und;532823129;1707768140242026558;gabriellachiner;https://twitter.com/gabriellachiner/status/1707768140242026558
Fri Sep 29 14:42:56 +0000 2023;1707767925053247931;"Siang abis experience The Immerse Petualangan Sherina 2 di Ashta... Malamnya ntn filmnya di CGV Pacific Place 😁😆 #PetualanganSherina2 https://t.co/SLn8HMQlD0";0;0;0;0;in;161148538;1707767925053247931;fanny_riyanti;https://twitter.com/fanny_riyanti/status/1707767925053247931
Fri Sep 29 14:39:30 +0000 2023;1707767061504794714;"2 jam senyam-senyum menikmati visual sadam &gt w&lt  #PetualanganSherina2 https://t.co/VxpC9ogJxo";0;1;1;2;in;270190424;1707767061504794714;maymooz;https://twitter.com/maymooz/status/1707767061504794714
Fri Sep 29 14:30:38 +0000 2023;1707764830130893200;"Sadam will always be my first love &lt 33 terima kasih #PetualanganSherina2 BESTTTTTTTTTTTTT 🧡 https://t.co/gpYxXBk45J";0;1;0;0;en;1549736716797284352;1707764830130893200;cddabblyu;https://twitter.com/cddabblyu/status/1707764830130893200
Fri Sep 29 14:27:27 +0000 2023;1707764025977974852;"Check In: Sherina's Adventure 2 (2023)   #PetualanganSherina2  https://t.co/G51WZNZERs";0;0;0;2;en;61272946;1707764025977974852;danieldokter;https://twitter.com/danieldokter/status/1707764025977974852
Fri Sep 29 14:16:13 +0000 2023;1707761198853218378;"Kemaren nonton di hari pertama, jam pertama, studio 1 dolby atmos, posisi duduk tepat di tengah, pas film selesai satu  studio tepuk tangan hhu happy bangett! 😭🥳🙌🏼 #PetualanganSherina2 @FilmPetSher https://t.co/kHP67T46Wq";0;0;0;1;in;370747000;1707761198853218378;tanianamalia;https://twitter.com/tanianamalia/status/1707761198853218378
Fri Sep 29 14:03:58 +0000 2023;1707758116266295687;"seruuuu banged #PetualanganSherina2 pesan moral, edukasi 🦧 sama kocaknya dapet.  scene fav pas aryo nyari yayank 😭🤣 https://t.co/wju3JPiSzD";0;0;0;0;in;1388820661863272449;1707758116266295687;hellorninda;https://twitter.com/hellorninda/status/1707758116266295687
Fri Sep 29 13:54:26 +0000 2023;1707755717648625684;"Akhirnya! #PetualanganSherina2 sudah tayang. Beyond expectations. 15/10. Bu dosen unyu ini @de_fildzah sampe rela dari Surabaya buat nobar di Bogor 😍. Katanya kalau @FilmPetSher mng di Surabaya dia mau nonton lagi. Thx for today Nyitku, Bertualang kemana lagi kita? 😉 https://t.co/6sfKBGYVoK";0;1;0;1;in;2368447957;1674690853393285120;dhieniasbehel;https://twitter.com/dhieniasbehel/status/1707755717648625684
Fri Sep 29 13:48:28 +0000 2023;1707754218495369724;"Tadi siang abis nonton #PetualanganSherina2  Seruu bgttt Lagu"nya kereenn, berantem nya juga kerennnrrrrr🐵🐵🐵 Sumpahhh vibe hutan Kalimatan nya ijoo" rindang gituu, ademmm, suara gemercik air sungaii nya🍃🍃🍃💧💧💧 Good job all the Crew 👏👏👏#PetualanganSherina2 https://t.co/WJIQfU5QTI";0;0;0;0;in;1088601433232990208;1707754218495369724;devisudha2000;https://twitter.com/devisudha2000/status/1707754218495369724
Fri Sep 29 13:42:50 +0000 2023;1707752797771612593;"#PetualanganSherina2 So Fun &amp  feel so nostalgic. film musikal yang dateng dri tanah air yg dapat ditonton dengan sngt menyenangkan. porsi musikalnya yg gak annoying bikin makin enjoyable, ye meski beberapa scene hmm tpi sajian komedinya juga top notch! Sherina cantik banget ya 😍 https://t.co/4tffmiBGRE";0;1;0;0;in;128994518;1609385607402512386;sipalingmade;https://twitter.com/sipalingmade/status/1707752797771612593
Fri Sep 29 13:40:47 +0000 2023;1707752281750597701;"Kaya habis dr mesin waktu, selamat bernostalgia #PetualanganSherina2   Worth to watch 8,5/9 💛 https://t.co/QjrsaoatKz";0;0;1;0;in;2778305275;1707752281750597701;Hanitrw_;https://twitter.com/Hanitrw_/status/1707752281750597701
Fri Sep 29 13:38:33 +0000 2023;1707751720690806966;"you guys watch  #PetualanganSherina2 ???";0;0;0;0;en;1690001778475962368;1707751720690806966;jokiturbo1000;https://twitter.com/jokiturbo1000/status/1707751720690806966
Fri Sep 29 13:38:02 +0000 2023;1707751589484580896;"@FilmPetSher Mudah2an ada PetSher 3, ya mungkin 10 thn lagi kali ya sherina sadam nikah trus punya anak kembar cewe cowo trus bertualang mereka ber4 barengan anak2 mereka hehehe #PetualanganSherina2";0;0;1;0;in;3148776696;1707666752723964120;InesDyarin;https://twitter.com/InesDyarin/status/1707751589484580896
Fri Sep 29 13:34:56 +0000 2023;1707750810682294463;"Sebernya buat yg penasaran untk kisah sherina dan sadam mnrutku sudah terjawab di lagu "hari kita berdua" Krna lirik nya sudah di ganti jdi "betapa bahagianya bersama berdua" Krna ini jg diambil dri sblumnya "btpa bahagianya punya bnyk tmn" #PetualanganSherina2";0;0;0;0;in;1573367217520975888;1707750810682294463;xxGLFriend;https://twitter.com/xxGLFriend/status/1707750810682294463
Fri Sep 29 13:31:41 +0000 2023;1707749994005144048;"#PetualanganSherina2 @FilmPetSher https://t.co/3pLcQtgXcY";1;0;6;20;qme;1589596067997241346;1707749994005144048;YudiBachtiar89;https://twitter.com/YudiBachtiar89/status/1707749994005144048
Fri Sep 29 13:29:46 +0000 2023;1707749510452240873;"CMIW  Itu awal film Sherina lari pagi di Epicentrum?  Kosan di Taman Anggrek?  Rumah ortu sekitar blok M?  Kok ga kena macet?    #PetualanganSherina2";0;0;0;1;in;156170542;1707749510452240873;Selai_Morin_;https://twitter.com/Selai_Morin_/status/1707749510452240873
Fri Sep 29 13:28:12 +0000 2023;1707749118238773256;"Pleaseee pleaseee pada ntn #PetualanganSherina2 khususnya sobat" Millenial ku dan gen 90an, film musikal yg udah lama kita nnti selain nostalgia film indo yang indah" Kyk ini perlu dapat tempat kembali krna skrng dikuasai horror. Lgu gak ada yg gagal sherina keren bngt scoring ny";0;0;0;0;in;1573367217520975888;1707749118238773256;xxGLFriend;https://twitter.com/xxGLFriend/status/1707749118238773256
Fri Sep 29 13:17:37 +0000 2023;1707746452196479311;"lagu ter syahdu mnrt gw di film Petualangan Sherina 2. sampe netes air mata 🥹❤️   #PetualanganSherina2  https://t.co/tcm8uWYysw";0;0;0;0;in;2368263716;1707746452196479311;runiftrh;https://twitter.com/runiftrh/status/1707746452196479311
Fri Sep 29 13:13:36 +0000 2023;1707745443818651676;"Film yang memberikan kegembiraan setelah kita menontonnya. Love it so much! 🥰 #PetualanganSherina2";0;0;0;0;in;29174587;1707745443818651676;uberfunk;https://twitter.com/uberfunk/status/1707745443818651676
Fri Sep 29 13:08:32 +0000 2023;1707744168188264455;"Me want to watch #PetualanganSherina2 for the second time like";0;0;0;0;en;3119170825;1707744168188264455;moulanapanji;https://twitter.com/moulanapanji/status/1707744168188264455
Fri Sep 29 13:07:20 +0000 2023;1707743864164110410;"YAYANG SHERINAAA REUNI #goosebumps #PetualanganSherina #PetualanganSherina2  @FilmPetSher https://t.co/pLUT8kGQBI";0;0;0;0;in;1270029701621313536;1707743864164110410;notyourpoms;https://twitter.com/notyourpoms/status/1707743864164110410
Fri Sep 29 13:02:29 +0000 2023;1707742644343038211;"Hari ini nonton Petualangan Sherina 2. Sekuelnya ini sangat bisa dinikmati walaupun gak nonton yg pertama dulu. Salah satu film Indonesia yg pengalaman nontonnya paling seru dan mengasyikkan tahun ini. Sungguh mood booster! #PetualanganSherina2 https://t.co/w1gvfBmgFn";1;1;0;1;in;60846949;1707742644343038211;Rajin_Nonton;https://twitter.com/Rajin_Nonton/status/1707742644343038211
Fri Sep 29 13:01:49 +0000 2023;1707742476591833500;"Sebagai mantan jurnalis dan sekarang kerja di WRI, #PetualanganSherina2 terlalu relatable 😂";0;0;0;0;in;44587882;1707742476591833500;hhaanniiyy;https://twitter.com/hhaanniiyy/status/1707742476591833500
Fri Sep 29 12:59:27 +0000 2023;1707741880828702980;"*B.O* Penonton film Indonesia s/d 28/9/2023: #DiAmbangKematian 91.606 #PetualanganSherina2 256.286 #SatuHariDenganIbu 124.319 #AkuTahuKapanKamuMati:DesaBunuhDiri 304.952 #Mappacci 327.385 #SleepCall 329.578 #KisahTanahJawaPocongGundul 1.011.378 #AirMatadiUjungSajadah 2.378.899 https://t.co/wtp2zAQOim";0;0;2;2;in;1575338724;1707741880828702980;yan_widjaya;https://twitter.com/yan_widjaya/status/1707741880828702980
Fri Sep 29 12:53:27 +0000 2023;1707740369939812741;"Abis nonton #PetualanganSherina2 langsung nyanyi2 all the way home 💗💗💗 https://t.co/QBo2JJkngv";1;0;0;1;in;29174587;1707740369939812741;uberfunk;https://twitter.com/uberfunk/status/1707740369939812741
Fri Sep 29 12:51:27 +0000 2023;1707739866451288372;"#PetualanganSherina2 https://t.co/OukVdNoWwK";0;0;0;0;qme;1144862622702981120;1707739866451288372;RianaKurniasih6;https://twitter.com/RianaKurniasih6/status/1707739866451288372
Fri Sep 29 12:49:36 +0000 2023;1707739402276163873;"Kasihan Sadam kena friendzone 20 tahun. Hebat juga dia, nggak nyerah. #PetualanganSherina2";0;1;0;0;in;257804457;1707739402276163873;gisantia;https://twitter.com/gisantia/status/1707739402276163873
Fri Sep 29 12:46:22 +0000 2023;1707738590544101395;"Dari #PetualanganSherina2 paling gue kagumin karakter Sadam yang bener bener jadi dewasa dan jadi completely different character (in a good way). Makanya konflik Sherina-Sadam hit so closee to home.";0;0;0;1;in;1706659729488191488;1707738590544101395;masdemarc0;https://twitter.com/masdemarc0/status/1707738590544101395
Fri Sep 29 12:45:14 +0000 2023;1707738303087427729;"Bersyukur masih bisa #nostalgiabersama film #PetualanganSherina2 kemarin di hari pertama tayang. Nontonnya sendirian di bioskop tertua di Purwokerto. Jadi, makin berasa nostalgianya. Apalagi di awal, hangat dan mata ikut basah. Untungnya udah siap bawa tisu 😂 https://t.co/WsEYaLE7me";0;1;0;0;in;1271460348;1707738303087427729;anggrashie;https://twitter.com/anggrashie/status/1707738303087427729
Fri Sep 29 12:39:21 +0000 2023;1707736822464528862;"Ulasan kami untuk Petualangan Sherina 2  https://t.co/i8v4RV4DhV #petualangansherina2 #moviereview";0;0;0;0;in;419562810;1707736822464528862;cinejour;https://twitter.com/cinejour/status/1707736822464528862
Fri Sep 29 12:31:08 +0000 2023;1707734757306667234;"Cm keknya scene yg menari2 pakai gaun biru di bintang2 bisa di skip pls itu agak freak ya tp selebihnya bagooosss #PetualanganSherina2";0;0;0;0;in;86479124;1707733800279793968;eskopisus;https://twitter.com/eskopisus/status/1707734757306667234
Fri Sep 29 12:25:28 +0000 2023;1707733327275565163;"Seated for #PetualanganSherina2 🥺";1;0;0;1;en;1438178041222467586;1707733327275565163;dreamofthesky;https://twitter.com/dreamofthesky/status/1707733327275565163
Fri Sep 29 12:19:26 +0000 2023;1707731809088532986;"yang ditatap Sherina, yang baper se-Indonesia. huhu Sadaaaaamm Sadam. #TerYayangYayang #PetualanganSherina2";0;0;0;1;in;66297483;1707731809088532986;Capricorn0Angel;https://twitter.com/Capricorn0Angel/status/1707731809088532986
Fri Sep 29 12:19:02 +0000 2023;1707731709704454398;"Aku masih teryayang yayang &gt &lt  #PetualanganSherina2";0;0;0;0;in;1567412244832714753;1707731709704454398;straymiaw;https://twitter.com/straymiaw/status/1707731709704454398
Fri Sep 29 12:18:50 +0000 2023;1707731658542363030;"Yayaaannnkkk~ 😘  #PetualanganSherina2 https://t.co/klP6UFdrQC";0;0;0;0;tr;1423791456;1707731658542363030;sakuyashirayuki;https://twitter.com/sakuyashirayuki/status/1707731658542363030
Fri Sep 29 12:10:51 +0000 2023;1707729650460553402;"YAYANG SADAM JUST-😖 he is so fineeeeee🥴❤️‍🔥🫠🫶🏻😫💖 #PetualanganSherina2";0;0;0;0;en;772699662507577344;1707729650460553402;tamikewl;https://twitter.com/tamikewl/status/1707729650460553402
Fri Sep 29 12:00:57 +0000 2023;1707727158712664111;"Klo soal aransemen musik dan lagu-lagu nya juara sih emang #PetualanganSherina2 sukaaaa pake banget 🥰 Suara sherina tuh empuk, derby juga ga kalah oke. Tp klo cerita masih blm greget banget sih, kayak masih bisa ketebak dan klo ditinggal buat pip*s bentar juga msh ok 😅";0;0;0;0;in;2263131085;1707727158712664111;fieheriawan;https://twitter.com/fieheriawan/status/1707727158712664111
Fri Sep 29 11:59:43 +0000 2023;1707726850011930893;"Review coming soon! #PetualanganSherina2 https://t.co/Dlseh4udom";0;1;0;0;en;1419579005712228356;1707726850011930893;sweetesthiumen;https://twitter.com/sweetesthiumen/status/1707726850011930893
Fri Sep 29 11:59:09 +0000 2023;1707726705484570855;"LOKET *Edisi Jumat 29/9/2023* Hayo, berapa jumlah penonton hari pertama #PetualanganSherina2 dan #DiAmbangKematian? Terus apa kejutan #KisahTanahJawaPocongGundul serta @AirMatadiUjungSajadah? Jayalah film Indonesia! https://t.co/bpMEsBEOxf";0;0;0;0;in;1575338724;1707726705484570855;yan_widjaya;https://twitter.com/yan_widjaya/status/1707726705484570855
Fri Sep 29 11:49:02 +0000 2023;1707724158535352593;"Duh barusan abis nonton #PetualanganSherina2 , langsung nangis terharu. Inget masa kecil suka bgt sama film yg pertama";0;0;0;0;in;1085445552;1707724158535352593;miramalinaa;https://twitter.com/miramalinaa/status/1707724158535352593
Fri Sep 29 11:40:18 +0000 2023;1707721961894490226;"Uniknya menjadi yang termuda di kantor adalah selalu diuji perkara umur. Yang lain ngomongin #PetualanganSherina2, gua malah ditanya, waktu filmnya keluar lu berapa tahun Yan?  Filmnya rilis tahun 2000. Gua lahir Oktober 2001. Fahrian masih berbentuk pitch deck anjrit";0;2;0;0;in;1070861285598752769;1707721961894490226;takoyakish_;https://twitter.com/takoyakish_/status/1707721961894490226
Fri Sep 29 11:39:36 +0000 2023;1707721784991314393;"Jawa seperti sayu duduknya #PetualanganSherina2 https://t.co/pDhAIm6h26";0;0;0;0;in;77648717;1707721784991314393;swandarubanu;https://twitter.com/swandarubanu/status/1707721784991314393
Fri Sep 29 11:37:56 +0000 2023;1707721367276360035;"Nostalgia Bareng Pak @erickthohir dan Asha waktu kecil Nonton Petualangan Sherina 2. Kamu udah nonton Petualanga Sherina 2 belom?  #petualangansherina2 #filmindonesia #erickthohir #nostalgia #keluarga #seputarerickthohir https://t.co/CuYa84kkem";0;0;0;0;in;1617193880843341824;1707721367276360035;SeputarET;https://twitter.com/SeputarET/status/1707721367276360035
Fri Sep 29 11:36:12 +0000 2023;1707720931727331800;"Ahhhh petualangan sherina 2 bikin nostalgia bangettt😖😭🥰 seruuuu!! Love it 💯 #PetualanganSherina2 https://t.co/kiy6BQ8hl5";0;0;0;0;in;1680829674258329600;1707720931727331800;seblakgasih;https://twitter.com/seblakgasih/status/1707720931727331800
Fri Sep 29 11:28:48 +0000 2023;1707719068240032157;"@FilmPetSher Pulang kerja langsung mlipir dong Ini ke2 kali nonton Kena efek #TerYayangYayang  #PetualanganSherina2 https://t.co/hQdsIttDOY";0;0;0;0;in;1244839512674451456;1707711509521186884;noorioishi;https://twitter.com/noorioishi/status/1707719068240032157
